"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"2T5QQ75Z","thesis","2017","Weigand, Matthias","SAR Image Feature Analysis for Slum Detection in Megacities","","","","","https://elib.dlr.de/111835/","Urban areas have undergone major changes in the last decades. Especially in developing countries, megacities with more than 10 million inhabitants have developed. The number of such huge urban agglomerations is predicted to rise to 41 until 2030. The increasing influx of urban dwellers inevitably leads to the formation of informal settlements with poor living conditions. Monitoring, analysis and mapping of slums are necessary to provide information about such settlements and thus tackle these increasing challenges. Therefore, SAR remote sensing images are used in this study for an extensive mapping of slums conducted in Mumbai, India. In a broad experimental setup textural and morphological features are analyzed for the slum discrimination in an urban landscape. Two state-of-the-art supervised classification algorithms are compared in the experiments. By utilizing an area-wide reference data set, detailed accuracy assessment techniques are applied to determine the classification quality. The results indicate that it is possible to classify the urban landscape by using textural image features with an Overall Accuracy of 88.58% utilizing a Random Forest classifier. However, lower class specific accuracies of the slum areas show that slum mapping remains challenging. A patch based accuracy assessment proves that it is most difficult to detect small slum areas in the urban landscape. Furthermore, an experimental feature reduction experiment indicates that more image features are needed to detect slums than to discriminate urban and non-urban landscapes.","2017-02","2022-03-22 08:32:30","2022-03-22 08:32:30","2022-03-22 08:32:30","","55","","","","","","","","","","Universität Augsburg","","en","","masters","","","elib.dlr.de","","","","/Users/mac/Zotero/storage/JSAFAF4G/Weigand - 2017 - SAR Image Feature Analysis for Slum Detection in M.pdf; /Users/mac/Zotero/storage/9AM27GUC/111835.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q2BS5EJ3","journalArticle","2021","Rosenberg, Harrison; Tang, Brian; Fawaz, Kassem; Jha, Somesh","Fairness Properties of Face Recognition and Obfuscation Systems","arXiv:2108.02707 [cs]","","","","http://arxiv.org/abs/2108.02707","The proliferation of automated face recognition in various commercial and government sectors has caused significant privacy concerns for individuals. A recent, popular approach to address these privacy concerns is to employ evasion attacks against the metric embedding networks powering face recognition systems. Face obfuscation systems generate imperceptible perturbations, when added to an image, cause the face recognition system to misidentify the user. The key to these approaches is the generation of perturbations using a pre-trained metric embedding network followed by their application to an online system, whose model might be proprietary. This dependence of face obfuscation on metric embedding networks, which are known to be unfair in the context of face recognition, surfaces the question of demographic fairness -- \textit{are there demographic disparities in the performance of face obfuscation systems?} To address this question, we perform an analytical and empirical exploration of the performance of recent face obfuscation systems that rely on deep embedding networks. We find that metric embedding networks are demographically aware; they cluster faces in the embedding space based on their demographic attributes. We observe that this effect carries through to face obfuscation systems: faces belonging to minority groups incur reduced utility compared to those from majority groups. For example, the disparity in average obfuscation success rate on the online Face++ API can reach up to 20 percentage points. We present an intuitive analytical model to provide insights into these phenomena.","2021-10-19","2022-03-22 08:32:45","2022-03-22 08:32:45","2022-03-22 08:32:45","","","","","","","","","","","","","","","","","","","arXiv.org","","arXiv: 2108.02707","","/Users/mac/Zotero/storage/UBBFC96T/Rosenberg et al. - 2021 - Fairness Properties of Face Recognition and Obfusc.pdf; /Users/mac/Zotero/storage/JDDQPQTM/2108.html","","","Computer Science - Artificial Intelligence; Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DDTJ79FC","journalArticle","2020","Rosenberg, Rachel; Kelley, Claire; Kelley, Sarah; Flannigan, Alaina","Examining Non-response Bias in the National Youth in Transition Database","Child Welfare","","0009-4021","","https://www.jstor.org/stable/48626875","The National Youth in Transition Database (NYTD) Outcomes and Services files provide the only national data sources for youth transitioning out of foster care and into adulthood. While NYTD provides a national overview of services and outcomes, there are limitations due to the high dropout rates between NYTD data collection waves. There are several factors contributing to these dropout rates among NYTD respondents, including state policy, receipt of financial assistance, gender, and incarceration history. Weighted and unweighted model results and a discussion of the strengths and limitations of using weights to account for non-response bias are presented.","2020","2022-03-22 08:32:49","2022-03-22 08:32:49","2022-03-22 08:32:49","215-232","","5","97","","","","","","","","","","","","","","","JSTOR","","Publisher: Child Welfare League of America","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHU7ZN8M","journalArticle","2021","Zhang, Kaifang; Su, Huayou; Dou, Yong","Beyond AP: a new evaluation index for multiclass classification task accuracy","Applied Intelligence","","1573-7497","10.1007/s10489-021-02223-7","https://doi.org/10.1007/s10489-021-02223-7","Average precision (AP) and many other related evaluation indices have been employed ubiquitously in classification tasks for a long time. However, they have defects and can hardly provide both overall evaluations and individual evaluations. In practice, we have to strike a balance between whole and individual performances to satisfy diverse demands. To this end, we propose a new index for multiclass classification tasks, named ${R^{\prime }}$, which is an unbiased estimator of AP. Specifically, we improve the R index by taking the numerical differences between the real labels and predicted labels of each class into consideration. We evaluate its effectiveness and robustness on the MNIST and CIFAR-10 datasets. Experimental results show that it is positively correlated with some related indices. More importantly, we can obtain both overall and individual evaluations, which can be beneficial for improving training processes and model selection. Furthermore, as an evaluation architecture, the index can be promoted to evaluate any classification task, thereby implying broad application prospects.","2021-10-01","2022-03-22 08:32:55","2022-03-22 08:32:55","2022-03-22 08:32:55","7166-7176","","10","51","","Appl Intell","Beyond AP","","","","","","","en","","","","","Springer Link","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E9SQIN8B","journalArticle","2021","Khuat, Thanh Tung; Gabrys, Bogdan","An in-depth comparison of methods handling mixed-attribute data for general fuzzy min–max neural network","Neurocomputing","","0925-2312","10.1016/j.neucom.2021.08.083","https://www.sciencedirect.com/science/article/pii/S0925231221012807","A general fuzzy min–max (GFMM) neural network is one of the efficient neuro-fuzzy systems for classification problems. However, a disadvantage of most of the current learning algorithms for GFMM is that they can handle effectively numerical valued features only. Therefore, this paper provides some potential approaches to adapting GFMM learning algorithms for classification problems with mixed-type or only categorical features as they are very common in practical applications and often carry very useful information. We will compare and assess three main methods of handling datasets with mixed features, including the use of encoding methods, the combination of the GFMM model with other classifiers, and employing the specific learning algorithms for both types of features. The experimental results showed that the target and James–Stein are appropriate categorical encoding methods for learning algorithms of GFMM models, while the combination of GFMM neural networks and decision trees is a flexible way to enhance the classification performance of GFMM models on datasets with the mixed features. The learning algorithms with the mixed-type feature abilities are potential approaches to deal with mixed-attribute data in a natural way, but they need further improvement to achieve a better classification accuracy. Based on the analysis, we also identify the strong and weak points of different methods and propose potential research directions.","2021-11-13","2022-03-22 08:39:24","2022-03-22 08:39:24","2022-03-22 08:39:24","175-202","","","464","","Neurocomputing","","","","","","","","en","","","","","ScienceDirect","","","","/Users/mac/Zotero/storage/D9BBF24S/S0925231221012807.html; /Users/mac/Zotero/storage/UIEYTK6F/Khuat and Gabrys - 2021 - An in-depth comparison of methods handling mixed-a.pdf","","","Agglomerative learning algorithm; Categorical features; Data encoding methods; General fuzzy min–max neural network; Incremental learning algorithm; Mixed-type features","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RNDBTA5G","journalArticle","","Carpita, Maurizio; Fabbris, Luigi","ASA CONFERENCE 2019 Statistics for Health and Well-being BOOK OF SHORT PAPERS","","","","","","","","2022-03-22 08:40:16","2022-03-22 08:40:16","","221","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/mac/Zotero/storage/C2X2L8QI/Carpita and Fabbris - ASA CONFERENCE 2019 Statistics for Health and Well.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RXE5KUJV","journalArticle","","Carpita, Maurizio; Fabbris, Luigi","ASA CONFERENCE 2019 Statistics for Health and Well-being BOOK OF SHORT PAPERS","","","","","","","","2022-03-22 08:40:27","2022-03-22 08:40:27","","221","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/mac/Zotero/storage/3N25J4KX/Carpita and Fabbris - ASA CONFERENCE 2019 Statistics for Health and Well.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FQDZSEPM","journalArticle","2021","Mortaz, Ebrahim; Dag, Ali; Hutzler, Lorraine; Gharibo, Christopher; Anzisi, Lisa; Bosco, Joseph","Short-term prediction of opioid prescribing patterns for orthopaedic surgical procedures: a machine learning framework","Journal of Business Analytics","","2573-234X","10.1080/2573234X.2021.1873078","https://doi.org/10.1080/2573234X.2021.1873078","Overprescribing of opioids after surgical procedures can increase the risk of addiction in patients, and under prescribing can lead to poor quality of care. In this study, we propose a machine learning-based predictive framework to identify the varying effects of factors that are related to the opioid prescription amount after orthopaedic surgery. To predict the prescription classes, we train multiple classifiers combined with random and SMOTE over-sampling and weight-balancing techniques to cope with the imbalance state of the dataset. Our results show that the gradient boosting machines (XGB) with SMOTE achieve the highest classification accuracy. Our proposed analytical framework can be employed to assist and therefore, enable the surgeons to determine the timely changing effects of these variables.","2021-01-02","2022-03-22 08:40:31","2022-03-22 08:40:31","2022-03-22 08:40:30","1-13","","1","4","","","Short-term prediction of opioid prescribing patterns for orthopaedic surgical procedures","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Taylor & Francis _eprint: https://doi.org/10.1080/2573234X.2021.1873078","","/Users/mac/Zotero/storage/9KP4KYFG/Mortaz et al. - 2021 - Short-term prediction of opioid prescribing patter.pdf; /Users/mac/Zotero/storage/TWVKGTN8/2573234X.2021.html","","","machine learning; feature extraction; Opioid prescription","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IBBL72IH","conferencePaper","2021","Shateri, Mohammadhadi; Messina, Francisco; Piantanida, Pablo; Labeau, Fabrice","Learning Sparse Privacy-Preserving Representations for Smart Meters Data","2021 IEEE International Conference on Communications, Control, and Computing Technologies for Smart Grids (SmartGridComm)","","","10.1109/SmartGridComm51999.2021.9632285","","Fine-grained Smart Meters (SMs) data recording and communication has enabled several features of Smart Grids (SGs) such as power quality monitoring, load forecasting, fault detection, and so on. In addition, it has benefited the users by giving them more control over their electricity consumption. However, it is well-known that it also discloses sensitive information about the users, i.e., an attacker can infer users' private information by analyzing the SMs data. In this study, we propose a privacy-preserving approach based on non-uniform down-sampling of SMs data. We formulate this as the problem of learning a sparse representation of SMs data with minimum information leakage and maximum utility. The architecture is composed of a releaser, which is a recurrent neural network (RNN), that is trained to generate the sparse representation by masking the SMs data, and an utility and adversary networks (also RNNs), which help the releaser to minimize the leakage of information about the private attribute, while keeping the reconstruction error of the SMs data minimum (i.e., maximum utility). The performance of the proposed technique is assessed based on actual SMs data and compared with uniform down-sampling, random (non-uniform) down-sampling, as well as the state-of-the-art in privacy-preserving methods using a data manipulation approach. It is shown that our method performs better in terms of the privacy-utility trade-off while releasing much less data, thus also being more efficient.","2021-10","2022-03-22 08:41:29","2022-03-22 08:41:29","","333-338","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","/Users/mac/Zotero/storage/MAXJWGN5/9632285.html; /Users/mac/Zotero/storage/T9VGTSX2/Shateri et al. - 2021 - Learning Sparse Privacy-Preserving Representations.pdf","","","Conferences; Feature extraction; Computers; Fault detection; Load forecasting; Power quality; Recurrent neural networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 IEEE International Conference on Communications, Control, and Computing Technologies for Smart Grids (SmartGridComm)","","","","","","","","","","","","","","",""
"DBUEDCDG","conferencePaper","2020","Żak, Michał; Woźniak, Michał","Performance Analysis of Binarization Strategies for Multi-class Imbalanced Data Classification","Computational Science – ICCS 2020","978-3-030-50423-6","","10.1007/978-3-030-50423-6_11","","Multi-class imbalanced classification tasks are characterized by the skewed distribution of examples among the classes and, usually, strong overlapping between class regions in the feature space. Furthermore, frequently the goal of the final system is to obtain very high precision for each of the concepts. All of these factors contribute to the complexity of the task and increase the difficulty of building a quality data model by learning algorithms. One of the ways of addressing these challenges are so-called binarization strategies, which allow for decomposition of the multi-class problem into several binary tasks with lower complexity. Because of the different decomposition schemes used by each of those methods, some of them are considered to be better suited for handling imbalanced data than the others. In this study, we focus on the well-known binary approaches, namely One-Vs-All, One-Vs-One, and Error-Correcting Output Codes, and their effectiveness in multi-class imbalanced data classification, with respect to the base classifiers and various aggregation schemes for each of the strategies. We compare the performance of these approaches and try to boost the performance of seemingly weaker methods by sampling algorithms. The detailed comparative experimental study of the considered methods, supported by the statistical analysis, is presented. The results show the differences among various binarization strategies. We show how one can mitigate those differences using simple oversampling methods.","2020","2022-03-22 08:42:21","2022-03-22 08:42:21","","141-155","","","","","","","Lecture Notes in Computer Science","","","","Springer International Publishing","Cham","en","","","","","Springer Link","","","","/Users/mac/Zotero/storage/GG4W48VG/Żak and Woźniak - 2020 - Performance Analysis of Binarization Strategies fo.pdf","","","Binarization strategies; Imbalanced data; Multi-class classification","Krzhizhanovskaya, Valeria V.; Závodszky, Gábor; Lees, Michael H.; Dongarra, Jack J.; Sloot, Peter M. A.; Brissos, Sérgio; Teixeira, João","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PISN7QGI","journalArticle","2018","Aksoy, Kasim","Detection of debit card fraud through random forest","","","","","https://acikbilim.yok.gov.tr/handle/20.500.12812/605444","Günlük hayatımızda en sık kullandığımız finansal araçlardan olan ATM&apos;ler, kullanıma geçtikleri tarihten itibaren aynı sıklıkla dolandırıcıların hedefi olagelmiştir. Özellikle manyetik bant kullanılarak üretilen ATM kartlarının (debit kart) güvenlik açıkları dolandırıcılar tarafından bir fırsat olarak görülmüştür. Bu güvenlik açıkları istismar edilerek gerçekleştirilen kart kopyalama vakaları sonucu müşteri hesaplarından önemli miktarda dolandırıcılık yapılmıştır. Bu tez çalışmasında, bir bankaya ait ATM nakit çekim işlem verisi kullanılarak ATM kartı dolandırıcılıklarının tespit edilmesi için bir model ortaya konulmuştur. Öncelikle ATM nakit çekim işlem veri setinde dolandırıcılık tespiti ile ilgili olabileceği düşünülen işlem değişkenleri tespit edilmiştir. Akabinde, bu değişkenler üzerinden literatürde dolandırıcılık tespitinde kullanılabileceği belirtilen RFM (Recency-Yakınlık, Frequency-Sıklık, Monetary-Parasal büyüklük) değişkenleri hesaplanmıştır. İkinci adımda RFM değişkenleri ve nakit çekim işlem değişkenleri kullanılarak rastgele orman algoritması ile bir sınıflandırma modeli oluşturulmuştur. Üçüncü olarak oluşturulan sınıflandırma modeli algoritmanın farklı parametreleriyle test edilmiştir. Çalışmanın sonuç kısmında hazırlanan modelin sonuçları tartışılmış ve pratik uygulamalar ışığında gerçek zamanlı bir ATM kartı dolandırıcılık tespit sistemi kurulması konusunda bazı değerlendirmeler sunulmuştur.","2018-11-20","2022-03-22 08:55:50","2022-03-22 08:55:50","2022-03-22 08:55:50","","","","","","ATM kartı hilelerinin rastgele orman yöntemi ile tespiti","","","","","","","","en","info:eu-repo/semantics/openAccess","","","","acikbilim.yok.gov.tr","","Accepted: 2021-05-07T09:07:38Z Publisher: Fen Bilimleri Enstitüsü","","/Users/mac/Zotero/storage/A2T9XP8C/Aksoy - 2018 - Detection of debit card fraud through random fores.pdf; /Users/mac/Zotero/storage/UEWZM6VI/605444.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NL3JTETL","journalArticle","2021","Ongko, Erianto; Hartono, Hartono","Hybrid approach redefinition-multi class with resampling and feature selection for multi-class imbalance with overlapping and noise","Bulletin of Electrical Engineering and Informatics","","2302-9285","10.11591/eei.v10i3.3057","https://www.beei.org/index.php/EEI/article/view/3057","Class imbalance and overlapping on multi-class can reduce the performance and accuracy of the classification. Noise must also be considered because it can reduce the performance of classification. With a resampling algorithm and feature selection, this paper proposes a method for improving the performance of hybrid approach redefinition-multi class (HAR-MI). Resampling algorithm can overcome the problem of noise but cannot handle overlapping well. Feature selection is good at dealing with overlapping but can experience a decrease in quality if there is a noise. The HAR-MI approach is a way to deal with multi-class imbalance issues, but it has some drawbacks when dealing with overlapping. The contribution of this paper is to suggest a new approach for dealing with class imbalance, overlapping, and noise in multi-class. This is accomplished by employing minimizing overlapping selection (MOSS) as an ensemble learning algorithm and a preprocessing technique in HAR-MI, as well as employing multi-class combination cleaning and resampling (MC-CCR) as a resampling algorithm at the processing stage. When subjected to overlapping and classifier performance, it is discovered that the proposed method produces good results, as evidenced by higher augmented r-value, class average accuracy, class balance accuracy, multi class g-mean, and confusion entropy.","2021-06-01","2022-03-22 08:56:27","2022-03-22 08:56:27","2022-03-22 08:56:27","1718-1728","","3","10","","","","","","","","","","en-US","Copyright (c) 2021 Institute of Advanced Engineering and Science","","","","www.beei.org","","Number: 3","","/Users/mac/Zotero/storage/YXM3FPZC/Ongko and Hartono - 2021 - Hybrid approach redefinition-multi class with resa.pdf","","","Class imbalance; Classifier performance; Multi-class; Noise; Overlapping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S8HT6E5X","journalArticle","2022","Miró-Nicolau, Miquel; Moyà-Alcover, Biel; Gonzàlez-Hidalgo, Manuel; Jaume-i-Capó, Antoni","Improving concave point detection to better segment overlapped objects in images","arXiv:2008.00997 [cs, eess]","","","","http://arxiv.org/abs/2008.00997","This paper presents a method that improve state-of-the-art of the concave point detection methods as a first step to segment overlapping objects on images. It is based on the analysis of the curvature of the objects contour. The method has three main steps. First, we pre-process the original image to obtain the value of the curvature on each contour point. Second, we select regions with higher curvature and we apply a recursive algorithm to refine the previous selected regions. Finally, we obtain a concave point from each region based on the analysis of the relative position of their neighbourhood We experimentally demonstrated that a better concave points detection implies a better cluster division. In order to evaluate the quality of the concave point detection algorithm, we constructed a synthetic dataset to simulate overlapping objects, providing the position of the concave points as a ground truth. As a case study, the performance of a well-known application is evaluated, such as the splitting of overlapped cells in images of peripheral blood smears samples of patients with sickle cell anaemia. We used the proposed method to detect the concave points in clusters of cells and then we separate this clusters by ellipse fitting.","2022-01-10","2022-03-22 08:56:39","2022-03-22 08:56:39","2022-03-22 08:56:39","","","","","","","","","","","","","","","","","","","arXiv.org","","arXiv: 2008.00997","","/Users/mac/Zotero/storage/64MNZPSL/Miró-Nicolau et al. - 2022 - Improving concave point detection to better segmen.pdf; /Users/mac/Zotero/storage/8MXAN9EY/2008.html","","","Computer Science - Computer Vision and Pattern Recognition; Electrical Engineering and Systems Science - Image and Video Processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KRD5SGE9","webpage","","","pycm: Docs, Tutorials, Reviews","Openbase","","","","https://openbase.com/python/pycm","pycm documentation, tutorials, reviews, alternatives, versions, dependencies, community, and more","","2022-03-22 08:57:00","2022-03-22 08:57:00","2022-03-22 08:57:00","","","","","","","pycm","","","","","","","en-US","","","","","","","","","/Users/mac/Zotero/storage/BFEB2KKV/pycm.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P6EAKGR8","journalArticle","2020","Khuat, Thanh Tung; Gabrys, Bogdan","An Online Learning Algorithm for a Neuro-Fuzzy Classifier with Mixed-Attribute Data","arXiv:2009.14670 [cs, stat]","","","","http://arxiv.org/abs/2009.14670","General fuzzy min-max neural network (GFMMNN) is one of the efficient neuro-fuzzy systems for data classification. However, one of the downsides of its original learning algorithms is the inability to handle and learn from the mixed-attribute data. While categorical features encoding methods can be used with the GFMMNN learning algorithms, they exhibit a lot of shortcomings. Other approaches proposed in the literature are not suitable for on-line learning as they require entire training data available in the learning phase. With the rapid change in the volume and velocity of streaming data in many application areas, it is increasingly required that the constructed models can learn and adapt to the continuous data changes in real-time without the need for their full retraining or access to the historical data. This paper proposes an extended online learning algorithm for the GFMMNN. The proposed method can handle the datasets with both continuous and categorical features. The extensive experiments confirmed superior and stable classification performance of the proposed approach in comparison to other relevant learning algorithms for the GFMM model.","2020-09-30","2022-03-22 08:57:11","2022-03-22 08:57:11","2022-03-22 08:57:11","","","","","","","","","","","","","","","","","","","arXiv.org","","arXiv: 2009.14670","","/Users/mac/Zotero/storage/I53BWSLI/Khuat and Gabrys - 2020 - An Online Learning Algorithm for a Neuro-Fuzzy Cla.pdf; /Users/mac/Zotero/storage/6MH39PM9/2009.html","","","Computer Science - Machine Learning; Statistics - Machine Learning; 68T30, 68T20, 68T37, 68W27; Computer Science - Neural and Evolutionary Computing; I.2.1; I.2.6; I.2.m; I.5.0; I.5.1; I.5.2; I.5.3; I.5.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N3IRUS4Y","thesis","2019","Tang, Junqing","Quantitative Assessment of Resilience in Complex Systems","","","","","https://www.research-collection.ethz.ch/handle/20.500.11850/353417","Complex systems, such as financial systems and infrastructure systems, are facing an increasing number of disruptions, either external (e.g., financial crisis and natural disasters) or internal (e.g., degradation, aging, and ill performance). Many previous works have dedicated to the question of how to measure the resilience in these complex systems. To date, system resilience can be assessed in various ways, i.e., qualitative or quantitative, summative or formative, and target-based or purpose-based. This thesis focuses on quantitative methods and makes contributions on filling research gaps and improving the up-to-date toolkits in three categories of resilience assessment tools, namely (1) Performance-based metrics; (2) Network-based approaches; And (3) Probability-based graphic models.  For performance-based metrics, critical system functions, such as tolerance thresholds for different level of degradation, are absent in the construction of these tools, and the metrics' applicability in complex performance is less developed. Therefore, Chapter 2 aims to develop a generic resilience metric for quantitative assessment based on system functions and test its strength in the complex performance of stock markets. The proposed metric satisfactorily characterized the markets’ resilient behaviors and had comparative advantages throughout the analysis.  In network-based studies, one of the significant missing links in network resilience (specifically in temporal networks) is the relationship between the resilience of individual components (nodes or edges) and the dynamic interdependence of networks (dynamic changes in the topology of temporal networks). Thus, Chapter 3 and 4 was designed in a progressive manner where Chapter 3 acts as a pilot study, aiming to characterize individual resilience using complex network approach and explore the descriptive strength of multiple associated factors. Chapter 4 is a further study, aiming to develop a set of statistical models to identify individuals' resilient performance in a networked environment and perform in-depth analyses and forecasts. Taking London stock exchange as study objective, Chapter 3 found that the survivability resilience of individual stocks was correlated with node degree and node strength. This was further confirmed by Chapter 4, whose results showed that the survivability resilience could be described and approximated by degree-related centrality measures. In addition, the statistical models proposed in Chapter 4 offers an effective tool that can be used to predict different individual stock's resilient performance in the networked market.  Lastly, Chapter 5 proposes a hierarchical Bayesian network model with ontologically identified interdependence among resilience functions and system qualities. Based on current literature, the ontology-oriented Bayesian networks have been rarely applied to model system resilience, and the investigations on the dynamic resilience are still needed. Therefore, Chapter 5 aims to develop a probability-based graphic model to quantify the dynamic resilience. The chapter takes Beijing's road transportation system as a case study and studies the dynamic resilience of the system from 1997 to 2016 by fusing multi-source and heterogeneous urban data. The analysis found that Beijing’s road system was not as resilient as expected, with the probability of being resilient between 50% and 70%. Moreover, the critical system qualities that mostly affect its dynamic resilience have been identified as well. The model proposed in this chapter is a promising tool for resilience assessments.  The main value of this thesis is to improve our understandings about how to effectively measure and quantify resilience in complex systems with complex performance, dynamic interdependence, massive system topology, and probability caused by uncertainties. The thesis enriches the state-of-art assessing methods in resilience research by exploring possible measures and methodologies in quantitative approaches. The specific findings of each chapter can be useful and heuristic for researchers, policy-makers, shareholders, and practitioners in the field. However, in the final chapter, the author has acknowledged some limitations and outlook of this thesis which can be addressed in future works.","2019","2022-03-22 09:00:14","2022-03-22 09:00:14","2022-03-22 09:00:14","","","","","","","","","","","","ETH Zurich","","en","http://rightsstatements.org/page/InC-NC/1.0/","Doctoral Thesis","","","www.research-collection.ethz.ch","","Accepted: 2020-07-22T10:11:54Z DOI: 10.3929/ethz-b-000353417","","/Users/mac/Zotero/storage/CCKF23LY/Tang - 2019 - Quantitative Assessment of Resilience in Complex S.pdf; /Users/mac/Zotero/storage/Q3U53LGX/353417.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UJG58FSJ","journalArticle","2022","Cingolani, Antonella; Kostopoulou, Konstantina; Luraschi, Alice; Pnevmatikakis, Aristodemos; Lamonica, Silvia; Kyriazakos, Sofoklis; Iacomini, Chiara; Segala, Francesco Vladimiro; Micheli, Giulia; Seguiti, Cristina; Kanavos, Stathis; Cesario, Alfredo; Tamburrini, Enrica; Patarnello, Stefano; Valentini, Vincenzo; Cauda, Roberto","HIV Patients’ Tracer for Clinical Assistance and Research during the COVID-19 Epidemic (INTERFACE): A Paradigm for Chronic Conditions","Information","","2078-2489","10.3390/info13020076","https://www.mdpi.com/2078-2489/13/2/76","The health emergency linked to the SARS-CoV-2 pandemic has highlighted problems in the health management of chronic patients due to their risk of infection, suggesting the need of new methods to monitor patients. People living with HIV/AIDS (PLWHA) represent a paradigm of chronic patients where an e-health-based remote monitoring could have a significant impact in maintaining an adequate standard of care. The key objective of the study is to provide both an efficient operating model to “follow” the patient, capture the evolution of their disease, and establish proximity and relief through a remote collaborative model. These dimensions are collected through a dedicated mobile application that triggers questionnaires on the basis of decision-making algorithms, tagging patients and sending alerts to staff in order to tailor interventions. All outcomes and alerts are monitored and processed through an innovative e-Clinical platform. The processing of the collected data aims into learning and evaluating predictive models for the possible upcoming alerts on the basis of past data, using machine learning algorithms. The models will be clinically validated as the study collects more data, and, if successful, the resulting multidimensional vector of past attributes will act as a digital composite biomarker capable of predicting HIV-related alerts. Design: All PLWH > 18 sears old and stable disease followed at the outpatient services of a university hospital (n = 1500) will be enrolled in the interventional study. The study is ongoing, and patients are currently being recruited. Preliminary results are yielding monthly data to facilitate learning of predictive models for the alerts of interest. Such models are learnt for one or two months of history of the questionnaire data. In this manuscript, the protocol—including the rationale, detailed technical aspects underlying the study, and some preliminary results—are described. Conclusions: The management of HIV-infected patients in the pandemic era represents a challenge for future patient management beyond the pandemic period. The application of artificial intelligence and machine learning systems as described in this study could enable remote patient management that takes into account the real needs of the patient and the monitoring of the most relevant aspects of PLWH management today.","2022-02","2022-03-22 09:04:33","2022-03-22 09:04:33","2022-03-22 09:04:33","76","","2","13","","","HIV Patients’ Tracer for Clinical Assistance and Research during the COVID-19 Epidemic (INTERFACE)","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 2 Publisher: Multidisciplinary Digital Publishing Institute","","/Users/mac/Zotero/storage/RDER3HCD/Cingolani et al. - 2022 - HIV Patients’ Tracer for Clinical Assistance and R.pdf; /Users/mac/Zotero/storage/5NRNSGSS/76.html","","","COVID-19; e-Clinical assistance; HIV; outcome prediction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
